,ST_NUM,Street Name,Street Suffix,Zipcode,PTYPE,Owner,Property Value,Year Built,Year Remodeled
1296,1 -17,WATER,ST,2109.0,344,BUFFALO WATER 1  LLC,6954000,1899.0,1998.0
1297,4 6,MILK,ST,2108.0,320,OLD SOUTH ASSOCIATION,353500,1899.0,1999.0
1298,2 ,MILK,ST,2108.0,320,OLD SOUTH ASSOCIATION IN,364500,,
1299,308 ,WASHINGTON,ST,2108.0,320,WINTER ST ENTERPRISES,40000,,
1300,280 300,WASHINGTON,ST,2108.0,346,294 WASHINGTON OWNER LLC,64263000,1899.0,2007.0
1301,105 111,DEVONSHIRE,ST,2109.0,346,CFO DEVONSHIRE LLC,13871500,1899.0,1999.0
1302,50  ,MILK,ST,2109.0,347,PONTE GADEA BOSTON LLC,107094000,1982.0,2015.0
1303,150 146,MILK,ST,2109.0,344,JENNEY BUILDING ASSOCS LPS,3193000,1899.0,2004.0
1304,178 176,MILK,ST,2109.0,344,GLYNN CAPITAL LLC,1003770,1899.0,1999.0
1305,174 172,MILK,ST,2109.0,344,GLYNN CAPITAL LLC,1001967,1899.0,1985.0
1306,170 168,MILK,ST,2109.0,344,GLYNN CAPITAL LLC,997763,,
1307,160 -166,MILK,ST,2109.0,344,160-166  MILK STREET  LP,2382500,1979.0,1985.0
1308,158 156,MILK,ST,2109.0,344,MARSHALL ST HISTORICAL,651500,1899.0,1970.0
1309,152 154,MILK,ST,2109.0,344,PAPPAS CHRIS I TRST,898000,1914.0,1985.0
1310,177  ,MILK,ST,2109.0,346,BEAL BRUCE A,19038500,1899.0,2016.0
1311,88  ,BROAD,ST,2110.0,344,MOSKOW KENNETH A,15882000,1899.0,2016.0
1312,   ,INDIA,ST,2110.0,387,INGR  FIFTY FIVE  LLC,592000,0.0,
1313,   ,INDIA,ST,2110.0,387,INGR  FIFTY FIVE  LLC,814400,0.0,
1314,19 21,CUSTOM HOUSE,ST,2110.0,347,AMAN INC,29739000,1987.0,2016.0
1315,80 ,BROAD,ST,2110.0,357,RAUSEO MICHAEL J TS,623500,0.0,
1316,80 ,BROAD,ST,2110.0,357,RAUSEO MICHAEL J TS,1032500,0.0,
1317,80 ,BROAD,ST,2110.0,357,RAUSEO MICHAEL J TS,928000,0.0,
1318,64 70,BROAD,ST,2109.0,344,AMAN INC,3033000,1899.0,2015.0
1319,54 62,BROAD,ST,2109.0,347,AMAN INC,55655000,1987.0,2009.0
1320,50 52,BROAD,ST,2109.0,344,FIFTY  BROAD  LLC,2752500,1899.0,2007.0
1321,171 173,MILK,ST,2109.0,344,ONE-71-173 MILK STREET L P,3458500,1899.0,2016.0
1322,31 35,INDIA,ST,2110.0,344,31-35  INDIA STREET  REALTY,2338000,1899.0,1987.0
1323,75 77,BROAD,ST,2109.0,344,DYER JOHN CHOUTEAU TRST,1655500,1899.0,2001.0
1324,42 48,BATTERYMARCH,ST,2110.0,326,BAYLE SHIRLEY D,780500,1940.0,1995.0
1325,63 ,BROAD,ST,2109.0,356,REPPUCCI ROBERT M,558000,0.0,
1326,71 ,BROAD,ST,2109.0,356,KING JADE REALTY LLC,587000,,
1327,67  ,BATTERYMARCH,ST,2110.0,344,HENRI JACQUES  LLC,5614000,1915.0,2014.0
1328,260  ,FRANKLIN,ST,2109.0,348,TWO SIXTY FRANKLIN INC,133657000,1983.0,2009.0
1329,6 10,OLIVER,ST,2109.0,346,NS TWO OLIVER LLC,51743500,1920.0,2008.0
1330,147 149,MILK,ST,2109.0,342,MEPT  147  MILK  LLC,12975500,1920.0,1993.0
1331,55 61,BATTERYMARCH,ST,2110.0,344,SUPREME COUNCIL OF,3185500,1899.0,1996.0
1332,54 66,BATTERYMARCH,ST,2110.0,300,DIAMOND ROCK BOSTON BROAD ST,98953000,1926.0,1998.0
1333,76  ,BATTERYMARCH,ST,2110.0,357,SEVENTY6 BATTERYMARCH STR,1120500,0.0,
1334,281 283,FRANKLIN,ST,2110.0,344,JAMM LLC,2587500,1950.0,1986.0
1335,297 295,FRANKLIN,ST,2110.0,326,JLD TRUST,4993000,1900.0,2015.0
1336,99 105,BROAD,ST,2110.0,357,APEX INC,995000,0.0,
1337,99 105,BROAD,ST,2110.0,356,KRAUS ANDREW,2070000,0.0,
1338,265  ,FRANKLIN,ST,2110.0,348,TWO65 FRANKLIN ST ASSOC LLC,145876000,1983.0,2009.0
1339,   ,BATTERYMARCH,ST,2110.0,337,NORDBLOM RODGER P TS,683000,0.0,
1340,   ,WENDELL,ST,2110.0,337,184-10 HIGH OWNER LLC,589400,0.0,
1341,85 87,WENDELL,ST,2110.0,344,115-10 BROAD OWNER LLC,1338514,1910.0,1975.0
1342,89 99,WENDELL,ST,2110.0,344,115-10 BROAD OWNER LLC,4741216,1910.0,2002.0
1343,115 119,BROAD,ST,2110.0,344,115-10 BROAD OWNER LLC,4273305,1900.0,2016.0
1344,115 119,BROAD,ST,2110.0,344,115-10 BROAD OWNER LLC,4273305,1910.0,2002.0
1345,115 119,BROAD,ST,2110.0,344,115-10 BROAD OWNER LLC,4273305,1910.0,2016.0
1346,123 125,BROAD,ST,2110.0,344,DOLAN PAULA A TS,5735000,1899.0,2016.0
1347,127 133,BROAD,ST,2110.0,344,TWO HUNDRED MTG ASSOC LP,5816367,,
1348,   ,BROAD,ST,2110.0,344,TWO HUNDRED MTG ASSOC LP,2086788,,
1349,208 194,HIGH,ST,2110.0,344,TWO HUNDRED MTG ASSOC LP,18214344,1899.0,2016.0
1350,190  ,HIGH,ST,2110.0,344,DONOGHUE KEVIN F,2425000,1899.0,2004.0
1351,   ,HIGH,ST,2110.0,387,LUCCIO RONALD S JR,276000,0.0,
1352,184 176,HIGH,ST,2110.0,344,184-10 HIGH OWNER LLC,8606131,1987.0,2016.0
1353,174 172,HIGH,ST,2110.0,344,184-10 HIGH OWNER LLC,5410369,,
1354,   ,PURCHASE,ST,2110.0,348,FORT HILL SQ 2 OWNER LLC,323465127,1990.0,2010.0
1355,55 93,PURCHASE,ST,2110.0,348,FORT HILL SQ 1 OWNER LLC,590236000,1985.0,2010.0
1356,125 145,HIGH,ST,2110.0,348,TST 125 HIGH STREET L L C,725235500,1989.0,2009.0
1357,88 92,PEARL,ST,2110.0,320,COMBINED JEWISH,962500,0.0,
1358,209 245,FRANKLIN,ST,2110.0,348,TWO25 FRANKLIN OWNER LLC,440368500,1968.0,2010.0
1359,27 47,OLIVER,ST,2110.0,300,PACIFIC DOLPHIN CORP,88114500,1920.0,2008.0
1360,6 -22,PEARL,ST,2110.0,348,ONE POST OFFICE SQUARE LLC,446219500,1982.0,2010.0
1361,185 ,FRANKLIN,ST,2110.0,356,CSHV 50 POST OFFICE SQUARE,220443000,0.0,
1362,185 ,FRANKLIN,ST,2110.0,356,VERIZON NEW ENGLAND INC,2969000,0.0,
1363,185 ,FRANKLIN,ST,2110.0,356,VERIZON NEW ENGLAND INC,2600500,0.0,
1364,185 ,FRANKLIN,ST,2110.0,356,VERIZON  NEW ENGLAND  INC,4987000,0.0,
1365,185 ,FRANKLIN,ST,2110.0,356,VERIZON NEW ENGLAND INC,3404500,0.0,
1366,185 ,FRANKLIN,ST,2110.0,356,VERIZON NEW ENGLAND INC,4330500,0.0,
1367,185 ,FRANKLIN,ST,2110.0,356,VERIZON NEW ENGLAND INC,3856500,0.0,
1368,185 ,FRANKLIN,ST,2110.0,356,VERIZON  NEW ENGLAND  INC,1356000,0.0,
1369,119  ,HIGH,ST,2110.0,344,HIGH PEARL LLC,3293723,0.0,
1370,115 119,PEARL,ST,2110.0,344,HIGH PEARL LLC,3917703,1899.0,2016.0
1371,123 127,PEARL,ST,2110.0,344,HIGH PEARL LLC,1991165,,
1372,129 131,PEARL,ST,2110.0,344,HIGH PEARL LLC,1939909,,
1373,133 ,PEARL ,ST,2110.0,356,ONE 33-1 PEARL ST LLC,668000,0.0,
1374,133 ,PEARL,ST,2110.0,358,ONE 33 PEARL ST CONDO,249500,0.0,
1375,133 ,PEARL,ST,2110.0,358,ONE 33 PEARL ST CONDO TR,535000,0.0,
1376,137 139,PEARL,ST,2110.0,357,DOYLE JOSEPH T JR,611500,0.0,
1377,141 143,PEARL,ST,2110.0,344,MOYLAN JOHN T,1076000,1899.0,1970.0
1378,149 151,PEARL,ST,2110.0,320,NATOLA ANTONIO ETAL,1801500,1899.0,1970.0
1379,169 175,PURCHASE,ST,2110.0,344,ONE 175 PURCHASE ST LLC,2744500,1899.0,2013.0
1380,236 234,CONGRESS,ST,2110.0,344,PEABODY OFFICE FURNITRE CORP,6357500,1899.0,2000.0
1381,230 218,CONGRESS,ST,2110.0,346,NW 230 CONGRESS STREET,49685500,1936.0,2007.0
1382,220  ,DEVONSHIRE,ST,2110.0,347,75-101  FED  OWNER  LLC,80798000,1925.0,2010.0
1383,   ,FEDERAL,ST,2110.0,347,75-101  FED  OWNER  LLC,199823500,1987.0,2004.0
1384,133  ,FEDERAL,ST,2110.0,346,B E REALTY LIMITED PARTNERSH,34863500,1959.0,2005.0
1385,   ,MILTON,PL,2110.0,346,POWER JOHN F,56020500,1983.0,2016.0
1386,2 14,HIGH,ST,2110.0,346,POWER JOHN F,27504500,1920.0,2016.0
1387,100  ,SUMMER,ST,2110.0,348,ONE HUNDRED SUMMER ST LLC,429224500,1980.0,2010.0
1388,175  ,FEDERAL,ST,2110.0,346,DEKA IMMOBILIEN INVESTMENT,79752500,1977.0,2009.0
1389,89 105,BEDFORD,ST,2111.0,346,NINETY NINE BEDFORD CORP,21133500,1899.0,2009.0
1390,1  ,LINCOLN,ST,2111.0,348,LINCOLN STREET PROPERTY,560159000,2001.0,2008.0
1391,125  ,SUMMER,ST,2110.0,348,OPG 125 SUMMER OWNER (DE)LLC,202456500,1987.0,2009.0
1392,655  ,ATLANTIC,AV,2111.0,348,DEWEY SQUARE TOWER ASSOC,600775500,1984.0,2008.0
1393,60 ,SOUTH ,ST,2111.0,347,SIXTY SOUTH STREET LIMITED,93773500,2007.0,
1394,695  ,ATLANTIC,AV,2111.0,346,SIX95 ATLANTIC AVENUE CO LLC,44346500,1899.0,2008.0
1395,183 ,ESSEX,ST,2111.0,357,LINEAR RETAIL BOSTON #1 LLC,811500,0.0,
1396,179 ,ESSEX,ST,2111.0,357,LINEAR RETTAIL BOSTON #1 LLC,708500,0.0,
1397,185 ,ESSEX,ST,2111.0,357,LINEAR RETAIL BOSTON #1 LLC,622000,0.0,
1398,66 ,LINCOLN,ST,2111.0,357,LINEAR RETAIL BOSTON #1 LLC,919500,0.0,
1399,74 ,LINCOLN,ST,2111.0,357,LINEAR RETAIL BOSTON #1 LLC,535000,0.0,
1400,76 ,LINCOLN,ST,2111.0,357,LINEAR RETAIL BOSTON #1 LLC,380500,0.0,
1401,82 ,LINCOLN,ST,2111.0,357,LINEAR RETAIL BOSTON #1 LLC,509500,0.0,
1402,89 ,SOUTH,ST,2110.0,340,THIRD SECTOR NEW ENGLAND INC,2474500,0.0,
1403,711  ,ATLANTIC,AV,2111.0,346,I&G DIRECT REAL ESTATE 39 LP,35231500,1899.0,2016.0
1404,717  ,ATLANTIC,AV,2111.0,358,GOULDING-FRAYER PROP I LLC,482500,0.0,
1405,717  ,ATLANTIC,AV,2111.0,357,GREER RICHARD K TS,462500,0.0,
1406,727  ,ATLANTIC,AV,2111.0,344,ATLANTIC BOSTON CORP,4160000,1899.0,2016.0
1407,134  ,BEACH,ST,2111.0,450,BURWICK JERALD D TRST,454000,0.0,
1408,140  ,BEACH,ST,2111.0,358,ZADE MOHAMMED,937500,0.0,
1409,134  ,BEACH,ST,2111.0,358,DYER CYNTHIA L,270000,0.0,
1410,118  ,SOUTH,ST,2111.0,358,BSG COLLABORATIVE LLC,215000,0.0,
1411,116  ,SOUTH,ST,2111.0,358,CHOO ARTHUR C.S.  TS,299000,0.0,
1412,122  ,SOUTH,ST,2111.0,358,BSG COLLABORATIVE LLC,270000,0.0,
1413,116  ,SOUTH,ST,2111.0,358,CHOO ARTHUR C.S.  TS,398500,0.0,
1414,118  ,SOUTH,ST,2111.0,358,FIERING SOUTH ST NOMINEE TR,541500,0.0,
1415,112 ,SOUTH,ST,2111.0,357,LEE CHI C,471500,0.0,
1416,112 ,SOUTH,ST,2111.0,357,WANG QINZHONG,474000,0.0,
1417,112 ,SOUTH,ST,2111.0,358,SOLARIS I INC,1513000,0.0,
1418,102  ,SOUTH,ST,2111.0,358,GREER RICHARD K TS,309500,0.0,
1419,102  ,SOUTH,ST,2111.0,357,MUSTO DONNA M,572000,0.0,
1420,102  ,SOUTH,ST,2111.0,358,RICHARDS KAREN F ETAL,282000,0.0,
1421,100  ,SOUTH,ST,2111.0,358,ONE HUNDRED SOUTH ST RLT LLC,418000,0.0,
1422,90  ,SOUTH,ST,2111.0,357,TRIANTOS PETER TS,328000,0.0,
1423,76  ,SOUTH,ST,2111.0,358,JMS SOUTH ST LLC,1069500,0.0,
1424,9  ,EAST,ST,2111.0,320,HRT EAST LLC,1088000,1899.0,2016.0
1425,103 109,SOUTH,ST,2111.0,357,RON ORI TS,320000,0.0,
1426,103 109,SOUTH,ST,2111.0,356,RON ORI TS,346500,0.0,
1427,103 109,SOUTH,ST,2111.0,357,RON ORI TS,274000,0.0,
1428,103 109,SOUTH,ST,2111.0,358,RON ORI TS,505500,0.0,
1429,103 109,SOUTH,ST,2111.0,357,RON ORI TS,820500,0.0,
1430,103 109,SOUTH,ST,2111.0,358,RON ORI TS,542000,0.0,
1431,123  ,SOUTH,ST,2111.0,358,ENGMAN GLEN,189000,0.0,
1432,123  ,SOUTH,ST,2111.0,357,TRIANTAFELL NIKI,355500,0.0,
1433,123  ,SOUTH,ST,2111.0,358,BSK REAL ESTATE LLC,336000,0.0,
1434,123  ,SOUTH,ST,2111.0,358,KAPLAN PAUL S,317500,0.0,
1435,123  ,SOUTH,ST,2111.0,358,KAPLAN PAUL S   TS,317500,0.0,
1436,123  ,SOUTH,ST,2111.0,358,GOLABEK GEORGE S TS,317500,0.0,
1437,123  ,SOUTH,ST,2111.0,358,ROSATI ROBERT A,317500,0.0,
1438,123  ,SOUTH,ST,2111.0,358,GOLABEK GEORGE,473500,0.0,
1439,127 133,SOUTH,ST,2111.0,344,BIRD FARM SOUTH LLC,9959000,1899.0,2010.0
1440,137  ,SOUTH,ST,2111.0,358,ASIAN HEALTHCARE FOUNDATION,305000,0.0,
1441,137  ,SOUTH,ST,2111.0,358,ASIAN HEALTHCARE FOUNDATION,424000,0.0,
1442,137  ,SOUTH,ST,2111.0,358,KELLEHER JOHN M,432500,0.0,
1443,137  ,SOUTH,ST,2111.0,358,KELLEHER JOHN H TS,436500,0.0,
1444,137  ,SOUTH,ST,2111.0,358,AMERICAN POSTAL WORKERS,460500,0.0,
1445,137  ,SOUTH,ST,2111.0,358,ASIAN HEALTH CARE FOUNDATION,381000,0.0,
1446,137  ,SOUTH,ST,2111.0,358,ASIAN HEALTH CARE FOUNDATION,346000,0.0,
1447,137  ,SOUTH,ST,2111.0,358,ASIAN HEALTH CARE FOUNDATION,314500,0.0,
1448,143 157,SOUTH,ST,2111.0,344,ASIAN HEALTHCARE FOUNDATION,4220000,1899.0,2016.0
1449,106 112,BEACH,ST,2111.0,357,LOMAC REALTY LLC,1457500,0.0,
1450,   ,UTICA,ST,2111.0,337,UTICA ST PARKING LLC,243000,0.0,
1451,10  ,UTICA,ST,2111.0,337,BIRD FARM SOUTH LLC,166200,0.0,
1452,150  ,LINCOLN,ST,2111.0,358,YU JEFFREY TS,363500,0.0,
1453,150  ,LINCOLN,ST,2111.0,357,WFE LLC,443500,0.0,
1454,150  ,LINCOLN,ST,2111.0,357,YU JEFFREY TS,934000,0.0,
1455,150  ,LINCOLN,ST,2111.0,358,YOON JEANNIE MEEJIN,362000,0.0,
1456,136  ,LINCOLN,ST,2111.0,357,CHAN EDDY,538000,0.0,
1457,136  ,LINCOLN,ST,2111.0,357,WEI AUSTIN,491000,0.0,
1458,132  ,LINCOLN,ST,2111.0,358,KENNEDY JUSTIN FX,296500,0.0,
1459,132  ,LINCOLN,ST,2111.0,358,HARDER JOHN,329500,0.0,
1460,132  ,LINCOLN,ST,2111.0,358,SPELLMAN ROBERT M TS,306000,0.0,
1461,132  ,LINCOLN,ST,2111.0,358,SPELLMAN ROBERT M TS,336500,0.0,
1462,132  ,LINCOLN,ST,2111.0,358,BAKER STEPHEN,308500,0.0,
1463,132  ,LINCOLN,ST,2111.0,358,BAKER STEPHEN,336500,0.0,
1464,132  ,LINCOLN,ST,2111.0,358,LIN CHAN K TRSTS,308500,0.0,
1465,132  ,LINCOLN,ST,2111.0,358,LIN CHAN K TRSTS,337500,0.0,
1466,132  ,LINCOLN,ST,2111.0,358,CARO PROPERTIES INC,309000,0.0,
1467,132  ,LINCOLN,ST,2111.0,358,WALLACE REALTY ENTPRS LLC,336500,0.0,
1468,130  ,LINCOLN,ST,2111.0,358,CHINESE WUSHU RESEARCH,350500,0.0,
1469,120  ,LINCOLN,ST,2111.0,358,KBY LLC,846000,0.0,
1470,120  ,LINCOLN,ST,2111.0,358,KBY  LLC,764500,0.0,
1471,108  ,LINCOLN,ST,2111.0,357,PANAGIOTOPOULOS CHRISTOS,447500,0.0,
1472,108  ,LINCOLN,ST,2111.0,357,RON DORIT  TS,355500,0.0,
1473,108  ,LINCOLN,ST,2111.0,358,OMALLEY MICHAEL C TS,519500,0.0,
1474,109 153,LINCOLN,ST,2111.0,336,ONE25 LINCOLN ST LIABILITY,21292500,1899.0,2015.0
1475,556 624,ATLANTIC,AV,2210.0,348,FEDERAL RESRVE BNK OF BOSTON,316894000,1976.0,2016.0
1476,265  ,PURCHASE,ST,2110.0,346,FEDERAL ST 176 HOLDINGS LLC,23653000,1899.0,2003.0
1477,45 ,HIGH,ST,2110.0,437,ATT,318500,,
1478,51 53,HIGH,ST,2110.0,317,CHESTERTON PROPERTIES LLC,1723600,1899.0,1990.0
1479,55 59,HIGH,ST,2110.0,424,BOSTON EDISON COMPANY,2175884,0.0,
1480,   ,HIGH,ST,2110.0,424,BOSTON EDISON COMPANY,4288416,1996.0,2004.0
1481,73 101,HIGH,ST,2110.0,348,TEACHERS INSURANCE & ANNUITY,299638500,1969.0,2010.0
1482,217 209,CONGRESS,ST,2110.0,346,211-10 CONGRESS OWNER LLC,19312500,1930.0,2016.0
1483,160  ,FEDERAL,ST,2110.0,357,160 FEDERAL STREET PROPERTY,422500,0.0,
1484,160  ,FEDERAL,ST,2110.0,357,160 FEDERAL STREET PROPERTY,1512000,0.0,
1485,160  ,FEDERAL,ST,2110.0,357,160 FEDERAL STREET PROPERTY,3294500,0.0,
1486,160  ,FEDERAL,ST,2110.0,357,160 FEDERAL STREET PROPERTY,4965500,0.0,
1487,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY,7544000,0.0,
1488,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY ,7594500,0.0,
1489,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY ,7592000,0.0,
1490,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY ,7599000,0.0,
1491,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY,7584500,0.0,
1492,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY ,7591000,0.0,
1493,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY ,7586500,0.0,
1494,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY,7575500,0.0,
1495,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY ,7035000,0.0,
1496,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY ,6881500,0.0,
1497,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY,4180000,0.0,
1498,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY,4077500,0.0,
1499,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY,4082000,0.0,
1500,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY,4195000,0.0,
1501,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY,1946500,0.0,
1502,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY,1923500,0.0,
1503,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY,1932000,0.0,
1504,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY,1926000,0.0,
1505,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY ,1969500,0.0,
1506,160  ,FEDERAL,ST,2110.0,358,SMITH ROBERT P,1092500,0.0,
1507,160  ,FEDERAL,ST,2110.0,358,160 FEDERAL STREET PROPERTY ,1125500,0.0,
1508,160  ,FEDERAL,ST,2110.0,358,HARE REALTY LLC,846000,0.0,
1509,160  ,FEDERAL,ST,2110.0,358,CELLETTI MADELINE M,589000,0.0,
1510,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1511,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1512,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1513,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1514,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1515,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1516,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1517,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1518,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1519,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1520,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1521,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1522,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1523,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1524,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1525,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1526,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1527,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1528,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1529,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1530,160  ,FEDERAL,ST,2110.0,359,SMITH ROBERT P,64000,0.0,
1531,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1532,160  ,FEDERAL,ST,2110.0,359,HARE REALTY LLC,64000,0.0,
1533,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1534,160  ,FEDERAL,ST,2110.0,359,CELLETTI MADELINE M,64000,0.0,
1535,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1536,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1537,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1538,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1539,160  ,FEDERAL,ST,2110.0,359,CELLETTI MADELINE M,64000,0.0,
1540,160  ,FEDERAL,ST,2110.0,359,SMITH ROBERT P,64000,0.0,
1541,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1542,160  ,FEDERAL,ST,2110.0,359,HARE REALTY LLC,64000,0.0,
1543,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1544,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1545,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1546,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1547,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1548,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1549,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1550,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1551,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1552,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1553,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1554,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1555,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1556,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1557,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1558,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1559,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1560,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1561,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1562,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1563,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1564,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1565,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1566,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1567,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1568,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1569,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1570,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY ,64000,0.0,
1571,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1572,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1573,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1574,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1575,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1576,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
1577,160  ,FEDERAL,ST,2110.0,359,160 FEDERAL STREET PROPERTY,64000,0.0,
